work_order_id,correlation_id,title,phase,source_status,status,repo_path,depends_on,blocks,companion_gate_ref,source_context,deterministic,allows_network,allows_dependency_install,allows_dependency_changes,proof_required,proof_uri,human_approval_required,verification_command,completion_gate,rollback_plan,intent_lock
TASK-CDB067,CDB067,Validate and seal final execution package,package,complete,review,src/nu_plugin,TASK-CDB066,,GATE-CDB067,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L57-L98;user-final-package-request"",""evidence_paths"":[""src/nu_plugin/manifests/PACKAGE_VALIDATION.json"",""src/nu_plugin/manifests/PACK_MANIFEST.json"",""src/nu_plugin/manifests/CHECKSUMS.sha256"",""src/nu_plugin/logs/CDB067-final-validation.log""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""Final seal task for this package build."",""owner_surface"":""package"",""prd_sections"":""21"",""raw_log_paths"":[""src/nu_plugin/logs/CDB067-final-validation.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""shipping with failed validation;raw secret leakage;broken links"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#1-package-navigation-and-launch-gates""}",true,false,false,false,true,,true,PACKAGE_VALIDATION.json status is passed,final ZIP validates,Remove only the LifeOS review handoff for TASK-CDB067 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:0f34ce924ef4292fa0504bd28a9c20d1b32995407f043e6d8130b21f74b8912a"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB068,CDB068,Repair TASK_GRAPH CSV source-of-truth file linkage,package-repair,complete,review,src/nu_plugin,TASK-CDB067,TASK-CDB013,GATE-CDB068,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L74-L98,L245-L254;nu_plugin_codedb_remaining_execution_checklist.md"",""evidence_paths"":[""src/nu_plugin/logs/CDB068-csv-source-of-truth-repair.log"",""src/nu_plugin/manifests/CSV_SOURCE_OF_TRUTH_REPAIR.json"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""Surgical package repair based on csv_doc_link_audit.md; makes TASK_GRAPH.csv authoritative for all task flow execution."",""owner_surface"":""execution package task governance"",""prd_sections"":""Execution package checklist §4; source-of-truth repair audit"",""raw_log_paths"":[""src/nu_plugin/logs/CDB068-csv-source-of-truth-repair.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/manifests/CSV_DOC_LINK_AUDIT_INPUT.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/execution/TASK_FILE_MAP.csv"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""HARD STOP — TASK_GRAPH_INVALID or HARD STOP — EVIDENCE_LINK_MISSING"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#1-package-navigation-and-launch-gates""}",true,false,false,false,true,,true,TASK_GRAPH parses; all current artifact references are exact package-relative paths; completed task evidence logs exist; dependency graph remains acyclic; checksums resealed,"CSV has exact current package links, evidence logs exist, and validation passes",Remove only the LifeOS review handoff for TASK-CDB068 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:cae48df9eb0cab96f4165d7e7e2e755d2703a3b76c0569304b2a17b0ca56459b"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB069,CDB069,Complete audit upgrade hardening without downgrades,audit-upgrade,complete,review,src/nu_plugin,TASK-CDB068,,GATE-CDB069,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/tasks/nu-plugin-audit-upgrade-completion""],""checklist_ref"":""docs/original_package_cross_reference.md;tasks/nu-plugin-audit-upgrade-completion"",""evidence_paths"":[""src/nu_plugin/logs/CDB069-audit-upgrade-completion.log"",""src/nu_plugin/docs/AUDIT_UPGRADE_COMPLETION.md"",""src/nu_plugin/tasks/nu-plugin-audit-upgrade-completion""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/original_package_cross_reference.md""],""notes"":""Adds supported CI shell, Nu smoke CI lane, repo authority document, and task graph evidence while preserving unfinished product gaps as forward work."",""owner_surface"":""repo-governance;ci;docs"",""prd_sections"":""post-audit original package cross-reference"",""raw_log_paths"":[""src/nu_plugin/logs/CDB069-audit-upgrade-completion.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/docs/original_package_cross_reference.md"",""src/nu_plugin/tasks/nu-plugin-audit-upgrade-completion""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""downgrading repo to Downloads package; claiming unfinished store/export/MCP work complete"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#1-package-navigation-and-launch-gates""}",true,false,false,false,true,,true,repo truth validates; checksum manifest validates; Nu smoke is wired; devShells.ci exists; Downloads package is documented non-authority,audit hardening complete without downgrade,Remove only the LifeOS review handoff for TASK-CDB069 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:5a2360a8d64cd7daeb3cdeccff6a0fe55513fff3fe7cbb411052c8cd8e7936f7"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB070,CDB070,Evidence audit and drift repair,Phase 0,complete,review,src/nu_plugin,TASK-CDB069,,GATE-CDB070,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb070-bidirectional-phase-0-evidence-audit"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,scripts/validate_bidirectional_package.py,scripts/validate_bidirectional_package.py,Remove only the LifeOS review handoff for TASK-CDB070 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:2aa9274e00f3c1b8a1fe8c84b96c06877d62ed71f84bda85e8a1d7efd97e4529"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB071,CDB071,Read-only foundation hardening,Phase 1,complete,review,src/nu_plugin,TASK-CDB070,,GATE-CDB071,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb071-bidirectional-phase-1-read-only-foundation"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,read-only CLI/Nu/MCP tests,read-only CLI/Nu/MCP tests,Remove only the LifeOS review handoff for TASK-CDB071 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:ba63ea9afafa59f8368f6c516882e1d78cf6d48cf899168929b40b9b644b56b9"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB072,CDB072,Lossless round-trip artifact generation,Phase 2,complete,review,src/nu_plugin,TASK-CDB071,,GATE-CDB072,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb072-bidirectional-phase-2-lossless-artifacts"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,round-trip fixture tests,round-trip fixture tests,Remove only the LifeOS review handoff for TASK-CDB072 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:014f15698f484ac377ef32ce5e4bd237f0ab919d3f7ac1b6bbf6edccf405a58a"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB073,CDB073,Change-plan graph without apply,Phase 3,complete,review,src/nu_plugin,TASK-CDB072,,GATE-CDB073,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb073-bidirectional-phase-3-change-plan-graph"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,change-plan schema tests,change-plan schema tests,Remove only the LifeOS review handoff for TASK-CDB073 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:2a75e3193a7f66eeef8a864c4206523056e8de541031f8548348f25b79162911"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB074,CDB074,Patch generation into isolated worktrees,Phase 4,complete,review,src/nu_plugin,TASK-CDB073,,GATE-CDB074,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb074-bidirectional-phase-4-isolated-worktree-patches"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,isolated worktree patch tests,isolated worktree patch tests,Remove only the LifeOS review handoff for TASK-CDB074 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:337f7cccfeb03663b6d287e02fe250f66ebb93d3b5fda0c15296baaa5e594245"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB075,CDB075,Operator-approved apply gate,Phase 5,complete,review,src/nu_plugin,TASK-CDB074,,GATE-CDB075,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb075-bidirectional-phase-5-operator-approved-apply"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,apply gate refusal and approval tests,apply gate refusal and approval tests,Remove only the LifeOS review handoff for TASK-CDB075 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:3f503b9a2026a9bf5f79edbe7ed48be705ec26d37cd8d5625e5b25f087487eaf"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB076,CDB076,Bidirectional sync semantics,Phase 6,complete,review,src/nu_plugin,TASK-CDB075,,GATE-CDB076,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb076-bidirectional-phase-6-sync-semantics"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,sync conflict and re-scan tests,sync conflict and re-scan tests,Remove only the LifeOS review handoff for TASK-CDB076 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:f8d0d4afb2150a578748241b47e3aa1193658a662f013df4e51b88a955f11fec"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB077,CDB077,Macro expansion beyond static inventory,Gap Closure,complete,review,src/nu_plugin,TASK-CDB071,,GATE-CDB077,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb077-bidirectional-macro-expansion-gap"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,"compiler-observed expansion, resolution, and hygiene fixture proof","compiler-observed expansion, resolution, and hygiene fixture proof",Remove only the LifeOS review handoff for TASK-CDB077 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:fd003287bb37193b108589c437d3f35f4ea317b25297ef4dd517f377914491d2"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB078,CDB078,Proc-macro execution gate,Gap Closure,complete,review,src/nu_plugin,TASK-CDB071,,GATE-CDB078,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb078-bidirectional-proc-macro-gate"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,default refusal plus approved proc-macro input/output/provenance proof,default refusal plus approved proc-macro input/output/provenance proof,Remove only the LifeOS review handoff for TASK-CDB078 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:82be3b84766ee0a7178a966caac22453ca2b7491e1e0ec02a83e2e252efdb854"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB079,CDB079,Build-script execution gate,Gap Closure,complete,review,src/nu_plugin,TASK-CDB071,,GATE-CDB079,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb079-bidirectional-build-script-gate"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,default refusal plus approved build-script environment/instruction/log proof,default refusal plus approved build-script environment/instruction/log proof,Remove only the LifeOS review handoff for TASK-CDB079 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:9a10320dcbe852d7b1304558f062e5dfc6721aa538c15779d6afb0f5997cd80d"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB080,CDB080,Generated OUT_DIR artifact reproduction,Gap Closure,complete,review,src/nu_plugin,TASK-CDB079,,GATE-CDB080,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb080-bidirectional-out-dir-reproduction"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,generated OUT_DIR artifact checksum and reproduction proof,generated OUT_DIR artifact checksum and reproduction proof,Remove only the LifeOS review handoff for TASK-CDB080 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:6c438d630bccf947d63489f44d3dac46676947bbc3f1de8a14244766c9507c23"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB081,CDB081,Symlink and platform materialization limits,Gap Closure,complete,review,src/nu_plugin,TASK-CDB072,,GATE-CDB081,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb081-bidirectional-symlink-platform-materialization"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,platform materialization matrix tests,platform materialization matrix tests,Remove only the LifeOS review handoff for TASK-CDB081 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:7670b062690d35d5ea3a47817f3f47f8862a3d3440c58965f0f0e7422aa507e2"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB082,CDB082,Native and linker dynamic facts,Gap Closure,complete,review,src/nu_plugin,TASK-CDB079,,GATE-CDB082,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb082-bidirectional-native-linker-facts"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,approved dynamic native/link fact and provenance proof,approved dynamic native/link fact and provenance proof,Remove only the LifeOS review handoff for TASK-CDB082 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:c6eae9da57afe0f3007ed48cbc151f3e9284b09d2aa2b6ef0861b8aac43a9936"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB083,CDB083,MCP raw source and blob reads blocked,Gap Closure,complete,review,src/nu_plugin,TASK-CDB071,,GATE-CDB083,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb083-bidirectional-mcp-raw-source-block"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,MCP no-leak denial tests,MCP no-leak denial tests,Remove only the LifeOS review handoff for TASK-CDB083 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:130a25fde8a06ed53ff276cb9bf2fff39d434858aa873106cc2395f75447669a"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB084,CDB084,Stable anonymous and unstable syntax identity,Gap Closure,complete,review,src/nu_plugin,TASK-CDB072,,GATE-CDB084,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb084-bidirectional-stable-anonymous-identity"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,repeat scan identity tests,repeat scan identity tests,Remove only the LifeOS review handoff for TASK-CDB084 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:01c679409bc1ea9da54da3f6b675d63249032932a88f1c045ad5d9d7bc625430"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB085,CDB085,Semantic and public API hashing,Gap Closure,complete,review,src/nu_plugin,TASK-CDB084,,GATE-CDB085,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb085-bidirectional-semantic-api-hashing"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,HIR/MIR semantic and rustdoc public-API equivalence fixtures,HIR/MIR semantic and rustdoc public-API equivalence fixtures,Remove only the LifeOS review handoff for TASK-CDB085 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:480793073fa9bccb5d4a6949ca2f4246bc0693f9abda5d1289c77e3ee3126d84"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB086,CDB086,Store migrations and schema evolution,Gap Closure,complete,review,src/nu_plugin,TASK-CDB072,,GATE-CDB086,"{""acceptance_refs"":[],""checklist_ref"":null,""evidence_paths"":[],""family"":""bidirectional"",""first_run_refs"":[],""gitkb_slug"":""tasks/cdb086-bidirectional-store-migrations"",""goal_ref"":null,""governing_docs"":[],""notes"":null,""owner_surface"":null,""prd_sections"":null,""raw_log_paths"":[],""safety_constraints"":[],""source_files"":[],""source_truth"":null,""stop_condition"":null,""stop_condition_refs"":[],""subgoal_ref"":null}",true,false,false,false,true,,true,migration/refusal tests,migration/refusal tests,Remove only the LifeOS review handoff for TASK-CDB086 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:6b10e17b14c1d0f082d40f0eb3d81d932576a9f5cce349ab98c20bdd2b721c60"",""schema"":""lifeos.intent-lock.v1""}"
