task_id,parent_id,phase,title,goal,owner_lane,owner_agent,helper_id,model_tag,agent_runtime,shell_mode,repo_target,repo_path,filesystem_scope,input_files,target_files,target_artifacts,allowed_paths,blocked_paths,depends_on,blocks,parallel_group,can_run_parallel,max_parallel,start_after,priority,status,execution_cell,required_tools,command_template,verification_command,completion_gate,proof_required,proof_uri,heartbeat_file,logs_uri,rollback_plan,risk_level,human_approval_required,notes,anchor_binding,needs_capability_probe,probe_class,source_graph_uri
COMPONENT-334_RUSTY_IDD_COMPONENT_HANDOFF_INTAKE,COMPONENTS,00-components,Component: rusty-idd component: handoff-intake,"Component 'rusty-idd component: handoff-intake' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-334_rusty_idd_component_handoff_intake,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-334_rusty_idd_component_handoff_intake/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1334,pending,components,shell,grep -Fq 'rusty-idd component: handoff-intake' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: handoff-intake' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-334_RUSTY_IDD_COMPONENT_HANDOFF_INTAKE.proof.json,state/COMPONENT-334_RUSTY_IDD_COMPONENT_HANDOFF_INTAKE.heartbeat.json,logs/COMPONENT-334_RUSTY_IDD_COMPONENT_HANDOFF_INTAKE.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""fc5436aa8c878e516b2f250f827122700b9e80c92d1f99a6cc20bc352afd1978""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-335_RUSTY_IDD_COMPONENT_HF,COMPONENTS,00-components,Component: rusty-idd component: hf,"Component 'rusty-idd component: hf' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-335_rusty_idd_component_hf,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-335_rusty_idd_component_hf/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1335,pending,components,shell,grep -Fq 'rusty-idd component: hf' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: hf' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-335_RUSTY_IDD_COMPONENT_HF.proof.json,state/COMPONENT-335_RUSTY_IDD_COMPONENT_HF.heartbeat.json,logs/COMPONENT-335_RUSTY_IDD_COMPONENT_HF.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""c48b3968d9fd78170ab924f47330815610b509106b10a38a5e0ca26b887c1c03""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-336_RUSTY_IDD_COMPONENT_CRATES_CLI,COMPONENTS,00-components,Component: rusty-idd component: crates/cli,"Component 'rusty-idd component: crates/cli' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-336_rusty_idd_component_crates_cli,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-336_rusty_idd_component_crates_cli/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1336,pending,components,shell,grep -Fq 'rusty-idd component: crates/cli' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: crates/cli' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-336_RUSTY_IDD_COMPONENT_CRATES_CLI.proof.json,state/COMPONENT-336_RUSTY_IDD_COMPONENT_CRATES_CLI.heartbeat.json,logs/COMPONENT-336_RUSTY_IDD_COMPONENT_CRATES_CLI.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""002a58d3a5e7dc2ba8db0662ed0483af8c84c90c23d8e692d9679b9dc7dceaa7""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-337_RUSTY_IDD_COMPONENT_CRATES_CORE,COMPONENTS,00-components,Component: rusty-idd component: crates/core,"Component 'rusty-idd component: crates/core' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-337_rusty_idd_component_crates_core,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-337_rusty_idd_component_crates_core/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1337,pending,components,shell,grep -Fq 'rusty-idd component: crates/core' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: crates/core' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-337_RUSTY_IDD_COMPONENT_CRATES_CORE.proof.json,state/COMPONENT-337_RUSTY_IDD_COMPONENT_CRATES_CORE.heartbeat.json,logs/COMPONENT-337_RUSTY_IDD_COMPONENT_CRATES_CORE.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""12bcd9bd5f1b53fed06d4561321c6f37afb95b0c1b38a9cc29e4015a113a114a""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-338_RUSTY_IDD_COMPONENT_CRATES_RUNNER,COMPONENTS,00-components,Component: rusty-idd component: crates/runner,"Component 'rusty-idd component: crates/runner' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-338_rusty_idd_component_crates_runner,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-338_rusty_idd_component_crates_runner/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1338,pending,components,shell,grep -Fq 'rusty-idd component: crates/runner' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: crates/runner' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-338_RUSTY_IDD_COMPONENT_CRATES_RUNNER.proof.json,state/COMPONENT-338_RUSTY_IDD_COMPONENT_CRATES_RUNNER.heartbeat.json,logs/COMPONENT-338_RUSTY_IDD_COMPONENT_CRATES_RUNNER.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""7dc7527ec894b96e4067a5536885af14c049bc72c36ca41cf6ade722d5c78961""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-339_RUSTY_IDD_COMPONENT_CRATES_SPEC,COMPONENTS,00-components,Component: rusty-idd component: crates/spec,"Component 'rusty-idd component: crates/spec' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-339_rusty_idd_component_crates_spec,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-339_rusty_idd_component_crates_spec/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1339,pending,components,shell,grep -Fq 'rusty-idd component: crates/spec' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: crates/spec' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-339_RUSTY_IDD_COMPONENT_CRATES_SPEC.proof.json,state/COMPONENT-339_RUSTY_IDD_COMPONENT_CRATES_SPEC.heartbeat.json,logs/COMPONENT-339_RUSTY_IDD_COMPONENT_CRATES_SPEC.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""c036c75841527ac55324c6141df092fb811fdd9525eda2485b627074fedb8631""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-340_RUSTY_IDD_COMPONENT_CRATES_TUI,COMPONENTS,00-components,Component: rusty-idd component: crates/tui,"Component 'rusty-idd component: crates/tui' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-340_rusty_idd_component_crates_tui,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-340_rusty_idd_component_crates_tui/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1340,pending,components,shell,grep -Fq 'rusty-idd component: crates/tui' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: crates/tui' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-340_RUSTY_IDD_COMPONENT_CRATES_TUI.proof.json,state/COMPONENT-340_RUSTY_IDD_COMPONENT_CRATES_TUI.heartbeat.json,logs/COMPONENT-340_RUSTY_IDD_COMPONENT_CRATES_TUI.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""6a7fa7834556c599ec74016755a8e0a273853a6a99f46aa9b9c7597469ec5279""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-341_RUSTY_IDD_COMPONENT_CODEGRAPH_CORE,COMPONENTS,00-components,Component: rusty-idd component: codegraph-core,"Component 'rusty-idd component: codegraph-core' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-341_rusty_idd_component_codegraph_core,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-341_rusty_idd_component_codegraph_core/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1341,pending,components,shell,grep -Fq 'rusty-idd component: codegraph-core' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: codegraph-core' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-341_RUSTY_IDD_COMPONENT_CODEGRAPH_CORE.proof.json,state/COMPONENT-341_RUSTY_IDD_COMPONENT_CODEGRAPH_CORE.heartbeat.json,logs/COMPONENT-341_RUSTY_IDD_COMPONENT_CODEGRAPH_CORE.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""22d1c8478098a8101442eac19704c2fb99a9bbce472a9a1ac496243a4be7600a""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-342_RUSTY_IDD_COMPONENT_CODEGRAPH_PARSER,COMPONENTS,00-components,Component: rusty-idd component: codegraph-parser,"Component 'rusty-idd component: codegraph-parser' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-342_rusty_idd_component_codegraph_parser,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-342_rusty_idd_component_codegraph_parser/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1342,pending,components,shell,grep -Fq 'rusty-idd component: codegraph-parser' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: codegraph-parser' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-342_RUSTY_IDD_COMPONENT_CODEGRAPH_PARSER.proof.json,state/COMPONENT-342_RUSTY_IDD_COMPONENT_CODEGRAPH_PARSER.heartbeat.json,logs/COMPONENT-342_RUSTY_IDD_COMPONENT_CODEGRAPH_PARSER.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""858aafbe2cfd0e6856cfd1881b86019b585e8cdada9730e82bf4171e9aa99765""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-343_RUSTY_IDD_COMPONENT_REPOMIX_SHARED,COMPONENTS,00-components,Component: rusty-idd component: repomix-shared,"Component 'rusty-idd component: repomix-shared' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-343_rusty_idd_component_repomix_shared,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-343_rusty_idd_component_repomix_shared/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1343,pending,components,shell,grep -Fq 'rusty-idd component: repomix-shared' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: repomix-shared' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-343_RUSTY_IDD_COMPONENT_REPOMIX_SHARED.proof.json,state/COMPONENT-343_RUSTY_IDD_COMPONENT_REPOMIX_SHARED.heartbeat.json,logs/COMPONENT-343_RUSTY_IDD_COMPONENT_REPOMIX_SHARED.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""a0b920e7a80fd13efa549e466245ef77915552570b26698321abbca178e8b3b8""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-344_RUSTY_IDD_COMPONENT_KNOWLEDGE,COMPONENTS,00-components,Component: rusty-idd component: knowledge,"Component 'rusty-idd component: knowledge' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-344_rusty_idd_component_knowledge,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-344_rusty_idd_component_knowledge/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1344,pending,components,shell,grep -Fq 'rusty-idd component: knowledge' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: knowledge' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-344_RUSTY_IDD_COMPONENT_KNOWLEDGE.proof.json,state/COMPONENT-344_RUSTY_IDD_COMPONENT_KNOWLEDGE.heartbeat.json,logs/COMPONENT-344_RUSTY_IDD_COMPONENT_KNOWLEDGE.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""135cfb15080a483c6af52e07a00ff9be901f4100023a99463bf2cb02155d7781""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-345_RUSTY_IDD_COMPONENT_MERGE_TOOLS,COMPONENTS,00-components,Component: rusty-idd component: merge-tools,"Component 'rusty-idd component: merge-tools' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-345_rusty_idd_component_merge_tools,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-345_rusty_idd_component_merge_tools/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1345,pending,components,shell,grep -Fq 'rusty-idd component: merge-tools' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'rusty-idd component: merge-tools' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-345_RUSTY_IDD_COMPONENT_MERGE_TOOLS.proof.json,state/COMPONENT-345_RUSTY_IDD_COMPONENT_MERGE_TOOLS.heartbeat.json,logs/COMPONENT-345_RUSTY_IDD_COMPONENT_MERGE_TOOLS.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""672731291ae8d4c8c9698495ed1dd36e3101e26a662e134c965446af4d6c32e9""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-346_NU_PLUGIN_COMPONENT_CODEDB,COMPONENTS,00-components,Component: nu_plugin component: codedb,"Component 'nu_plugin component: codedb' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-346_nu_plugin_component_codedb,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-346_nu_plugin_component_codedb/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1346,pending,components,shell,grep -Fq 'nu_plugin component: codedb' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: codedb' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-346_NU_PLUGIN_COMPONENT_CODEDB.proof.json,state/COMPONENT-346_NU_PLUGIN_COMPONENT_CODEDB.heartbeat.json,logs/COMPONENT-346_NU_PLUGIN_COMPONENT_CODEDB.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""30960f3669aa26ee17e7ed60b026e59022c0d6cf8342f10a96f1eef4ea5f6611""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-347_NU_PLUGIN_COMPONENT_CODEDB_CARGO,COMPONENTS,00-components,Component: nu_plugin component: codedb-cargo,"Component 'nu_plugin component: codedb-cargo' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-347_nu_plugin_component_codedb_cargo,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-347_nu_plugin_component_codedb_cargo/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1347,pending,components,shell,grep -Fq 'nu_plugin component: codedb-cargo' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: codedb-cargo' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-347_NU_PLUGIN_COMPONENT_CODEDB_CARGO.proof.json,state/COMPONENT-347_NU_PLUGIN_COMPONENT_CODEDB_CARGO.heartbeat.json,logs/COMPONENT-347_NU_PLUGIN_COMPONENT_CODEDB_CARGO.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""fc1b988c592553f181ac45b50cc44c7f94e7b434546edd188610afe9e2809805""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
COMPONENT-348_NU_PLUGIN_COMPONENT_CODEDB_CONTEXT,COMPONENTS,00-components,Component: nu_plugin component: codedb-context,"Component 'nu_plugin component: codedb-context' must be installed and used, not replaced (hard rule 15).",lane_f_anchor,anchor-agent,helper-component-348_nu_plugin_component_codedb_context,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/component-348_nu_plugin_component_codedb_context/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_components,true,8,,1348,pending,components,shell,grep -Fq 'nu_plugin component: codedb-context' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq 'nu_plugin component: codedb-context' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/COMPONENT-348_NU_PLUGIN_COMPONENT_CODEDB_CONTEXT.proof.json,state/COMPONENT-348_NU_PLUGIN_COMPONENT_CODEDB_CONTEXT.heartbeat.json,logs/COMPONENT-348_NU_PLUGIN_COMPONENT_CODEDB_CONTEXT.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":335153,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""45be61fdb8b3324c840398ed6fdead6dfe353c507349c707a07bf8f32a9167f4""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
