id	title	blueprint_section	component	depends_on	verification_cmd	codex_ready	notes	detail
T135	Implement runtime/security context binding	RV§16	data-schema	envctl-committer-security	Unbound session cannot pass RLS; plaintext absent from general columns and logs	yes		Implement lifeos_security.backend_binding, current_binding(), current_tenant(), bind_runtime_context(), and bootstrap_envctl_context() so every session operates under a bound tenant/identity context; secure secret storage via secret_object/secret_version/secret_lease with envelope encryption, key-version references, role separation, audited decryption, and zero plaintext logging.
T136	Implement stored procedures and workers	RV§16	data-schema	witness-chain,cow-branching	Each function callable under its granted role and enforces its documented gate	yes		Implement lifeos_runtime.ingest_event(raw,typed,context) (stores original+typed objects, appends request/hop/capture rows, writes outbox, returns durable identity), lifeos_blob.verify_object/store_bytes/store_generated_object/load_object_bytes/canonical_jsonb_bytes, lifeos_semantic.enqueue_refresh/refresh_object, lifeos_agent.append_witness (locks chain head, verifies previous digest, advances atomically), lifeos_runtime.claim_task (FOR UPDATE SKIP LOCKED, policy/dependency gates, returns execution lease), complete_execution, create_branch/merge_branch/resolve_conflict/promote_branch (serializable + advisory locks), lifeos_security.authorize_secret/mint_secret/relay_secret/rotate_secret/revoke_secret, lifeos_release.promote (checks build/test/byte/graph/causal/security/model/forecast/witness/reconstruction gates before envctl activation), append_log_frame, and lifeos_rvf.assert_container/deferred_container_guard.
T137	Lock down function grants to envctl commit capability	RV§16	envctl-committer-security	data-schema	Attempted ingest_event as lifeos_runtime fails; succeeds only as lifeos_envctl	yes		REVOKE EXECUTE from PUBLIC on all functions in every lifeos schema; ingest_event is revoked from lifeos_runtime and granted only to lifeos_envctl; store_bytes/load_object_bytes granted to envctl/runtime/worker/release; reader gets SELECT-only; ALTER DEFAULT PRIVILEGES revoke PUBLIC on functions/tables/sequences for lifeos_migrator.
T138	Execute the 16 ordered migrations with capture	RV§16	data-schema	nix-release-gate,witness-chain	SHAKE256 test vector passes pre-migration; lifeos_ops.migration rows exist for 0001–0016 with digests	yes		Run migrations 0001_extensions_roles through 0016_cutover in one authenticated session with SET ROLE/RESET ROLE boundaries and dependency order (0003 semantic/request primitives before 0004 branch/witness before 0005 security before 0006 runtime execution; deferred cross-domain constraints only after both relations and tenant identities exist). Store each migration's exact bytes, tool revision, checksums, inputs, output catalog digest, logs, and witness. The Nix gate calls extensions.digest(...,'shake256') against a fixed test vector before migrations run.
T139	Configure backup, replication, and reconstruction drills	RV§16	data-schema	redb-state-plane,byte-capture-reconciliation	Restore drill receipt shows byte-hash and count equality at chosen LSN	yes		Configure WAL archiving, streaming replicas, checksummed base backups, and scheduled PITR restore drills. A reconstruction drill restores a selected LSN, verifies extension/schema versions, rebuilds every file/tree/repository/RVF/model/configuration/release projection, compares byte hashes and semantic/graph counts, replays redb reconciliation, and records the complete receipt. Replica reads honor branch/generation consistency; only the primary issues promotion and activation decisions.
T140	Freeze and import all repositories (step 1)	RV§17	byte-capture-reconciliation	nix-release-gate	Bootstrap capture ledger contains commit/tree/lockfile bytes per pinned repo	yes		Freeze every repository at the revision table; import commit, tree, submodule, LFS, mode, xattr, lockfile, and source bytes into the bootstrap capture ledger.
T141	Provision toolchains; implement rtk_nu and redb-owner (step 2)	RV§17	install-activation-order	rtk-rtk-nu-envelope,redb-state-plane	Both new components pinned and witnessed; owner survives stale-reader and corruption-fallback tests	yes		Provision meta graph (loop_lib, meta_plugin_protocol, meta-ruvector), lane, Yazelix/Nix/Nushell, Rust toolchains, Bun, PostgreSQL libraries, cargo-pgrx, approved ruvllm/Candle executors, optional gated ONNX Runtime, CUDA/NVIDIA, and musl linkers. Implement, package, pin, and witness the missing rtk_nu adapter and flexnetos-redb-owner service including versioned mmap projection format, atomic multi-slot publisher, permissions, event protocol, stale-reader recovery, and corruption fallback.
T142	Install and configure PostgreSQL 17.10 (step 3)	RV§17	install-activation-order	nix-release-gate	pg_config --version = PostgreSQL 17.10; database ruvector exists with checksums enabled	yes		Install PostgreSQL 17.10; configure checksums, WAL archive, replication, backup roles, TLS/socket policy, and recovery; create the `ruvector` database.
T143	Install RuVector extension and verify all families (step 4)	RV§17	install-activation-order	postgres-ruvector-store	EXPLAIN of <=> query uses hnsw; each named family returns results	yes		Build and install RuVector PostgreSQL with pg17, index-all, quant-all, graph-complete, ai-complete-v3, analytics-complete, and all-features-v3; verify a real `<=>` plan and result, HNSW/IVF access methods, graph, BM25, GNN, FastGRNN, SONA, MinCut, workers, and all function families.
T144	Apply migrations 0001–0015 and initialize (step 5)	RV§17	install-activation-order	data-schema	Migration table shows 0001–0015 applied; initialization rows present	yes		Apply migrations 0001 through 0015; initialize identities, RLS, tasks, byte store, semantic/index generations, COW branches, AgentDB/RVF, witnesses, security, coordination, release, backup, and restore drills.
T145	Build and activate envctl (step 6)	RV§17	install-activation-order	envctl-committer-security	envctl lifecycle verification passes against the live database	yes		Build envctl and agent-env/security binaries; activate ruvector, ruvector-pg, and authorized ruvector-cuda paths; run PostgreSQL/RuVector lifecycle detection, installation, repair, and verification.
T146	Implement codedb ingest-envelope and prove commit isolation (step 7)	RV§17	codedb-ingress	redb-state-plane,envctl-committer-security	Parity suite passes; write attempt from plugin role denied; envctl commit succeeds	yes		Implement the missing typed `codedb ingest-envelope` pipeline command and redb-owner client backend; build CodeDB/nu_plugin with redb and PostgreSQL stores; run blob-store parity; register nu_plugin_codedb through isolated Nushell configuration; prove Nu/MessagePack typed round trip, raw-byte object linkage, and `from json --objects`/`from json`/`from nuon` conversion paths. Prove plugin/agent roles cannot perform authoritative PostgreSQL writes and envctl alone holds production commit capability.
T147	Import all host state and build derived generations (step 8)	RV§17	install-activation-order	byte-capture-reconciliation,retrieval-indexing	Import receipts prove tree/object/byte equivalence; derived generations queryable	yes		Import ALL host repositories, files, binaries, models, configs, caches, logs, histories, metadata, secrets in protected form, and existing redb/SQLite/libSQL/ICM/AgentDB/RVF state; build AST, symbol, lexical, embedding, graph, causal, and witness generations.
T148	Connect model runtime and prove I/O capture (step 9)	RV§17	install-activation-order	ruvllm-agentdb-rvf-integration,sona-rl	Model invocation and learned-state rows complete for a test inference	yes		Build and connect ruvllm, RuvLTRA, SONA, RVF, AgentDB, Ruflo, ATAS, Node/NAPI, WASM, TypeScript, Bun, model weights, adapters, ONNX/Candle/CUDA paths, and device drivers; prove complete model I/O and learned-state capture.
T149	Prove rtk/rtk_nu tee contract; build ICM and weave (step 10)	RV§17	rtk-rtk-nu-envelope	byte-capture-reconciliation,postgres-ruvector-store	Tee test shows raw frames digest-linked before compact view; weave fenced attempt receipts stored	yes		Build rtk from the pinned develop revision and the newly implemented separately pinned rtk_nu; prove raw-before-transform teeing, binary/invalid-UTF-8 framing, JSONL/Nuon parsing, native-Nu bypass, and failure preservation. Build ICM on the canonical PostgreSQL/RuVector schema; build weave and prove fenced message/job receipts.
T150	Build rusty-idd/hf and flexnetos_runner with proofs (step 11)	RV§17	install-activation-order	envctl-committer-security,codedb-ingress	Runner rejects unsigned JobSpec; receipts queryable in lifeos_coord.runner_receipt	yes		Build rusty-idd/hf after meta-ruvector; build flexnetos_runner after weave/envctl/CodeDB; prove handoff replay, signed JobSpec admission, raw logs, CodeDB proof manifest, and database-queryable receipts.
T151	Build network-control and execute controlled mutation (step 12)	RV§17	install-activation-order	envctl-committer-security,byte-capture-reconciliation	Dry-run plan and applied mutation with rollback evidence stored in network_plan/network_effect	yes		Build network-control after lane; exercise JSON dry runs; execute a database-authorized controlled network mutation; capture packet/API/command bytes, plan, acknowledgement, and rollback evidence.
T152	Migrate LifeOS to Tauri/Svelte Glass (step 13)	RV§17	glass-engine-frontdoor	redb-state-plane,codedb-ingress	All eight step-13 proofs pass; sidebar renders from mmap generation matching commit events	yes		Migrate LifeOS from the current Vue checkout to Tauri/Svelte Glass; add the Rust PTY controller, embed real `yzx enter`/Zellij Engine Room, bind the sidebar to the redb-owner mmap projection plus matching commit events. Prove atomic generation publication, mapped-byte/checksum equality, stale-reader and owner-restart recovery, input/resize/output fidelity, no local HTTP live-state server, no direct concurrent redb database-file open, and the canonical CodeDB/envctl/PostgreSQL return route.
T153	Run all release gates then promote and cut over (steps 14–15)	RV§17	install-activation-order	nix-release-gate,cow-branching,envctl-committer-security	Every gate result stored; cutover completes without destroying the user session	yes		Run build, test, security, byte reconstruction, retrieval, graph, MinCut, learning, model, forecast, release, backup, and restore gates, storing all gate inputs and results; then PostgreSQL/RuVector promotes the winning branch, envctl materializes it, Nix produces the closure, flexnetos_runner proves it, and atomic symlink activation plus Yazelix/Zellij session-preserving reload completes cutover. Authority gates remain sequential: PostgreSQL/RuVector health → canonical schema → CodeDB byte parity → full import → cognition/model runtime → executors and coordination → LifeOS → release activation; work within a level may run concurrently.
T154	Conform to the authority/control routing topology	RV§18	glass-engine-frontdoor	redb-state-plane,envctl-committer-security,rtk-rtk-nu-envelope,codedb-ingress	Trace of a command shows each hop in order; no write path to PG exists except through envctl	yes		Wire the bidirectional graph exactly: Glass↔Tauri PTY↔yzx enter/Zellij; LifeOS control → complete CodeDB request envelope → redb owner → envctl → PostgreSQL authorization → controlled dispatch; legacy raw output → rtk_nu byte-exact tee (lossless raw frames + digest identity, plus rtk compact view); native Nu values bypass RTK; Nushell typed values → required codedb ingest-envelope child → redb single owner → (ordered local event/snapshot → sidebar) and (envctl validation → envctl-only codedb-store-pg → PostgreSQL); PostgreSQL → envctl-controlled projection → redb owner → mmap/event → Glass and Engine; granted typed read/query to Nushell; every raw byte, effect, result, ack, and witness returns to PostgreSQL. envctl holds the only authoritative write capability.
T155	Implement capture-before-transform with full identifiers	RV§19	byte-capture-reconciliation	data-schema	Raw object row precedes any derived record for the same event; identifiers complete	yes		Capture begins before parsing, normalization, compression, summarization, token reduction, embedding, quantization, execution, or display; every raw event receives tenant, session, request, hop, branch, sequence, identity, time, environment, and idempotency identifiers; original bytes stored inline or as ordered non-overlapping chunks; zero-length objects are explicit records; streams use ordered frames retaining framing/timing; typed forms (MessagePack, JSON, Nuon, rows, ASTs, symbols, embeddings, vectors, graphs, tokens, summaries) are separate linked objects.
T156	Capture commands, files, and models to full fidelity	RV§19	byte-capture-reconciliation	data-schema	Sampled command/file/model records contain every contracted field	yes		Commands store executable, per-argument byte objects, cwd, complete environment projection, stdin/stdout/stderr, binary descriptors, signals, exit code, duration, filesystem/network/device effects, and toolchain identity. Files store path bytes, filename encoding, content, mode, owner, ACL, xattrs, timestamps, symlink target, sparse ranges, hard-link identity, tree position, repository object, and materialization generation. Models store weights, tokenizer, configuration, adapters, SONA state, every cache byte, inputs, outputs, routes, device/kernel/driver identity, and performance records.
T157	Commit atomically; record every state change as event	RV§19	byte-capture-reconciliation	witness-chain,data-schema	No UPDATE-in-place on event fields; transform and import/export receipts complete	yes		The PostgreSQL transaction commits byte objects, domain rows, outbox events, and witness linkage atomically; consumers acknowledge only the committed identity. Every queue claim, retry, lease renewal, partial output, crash, denial, conflict, and rollback is an event rather than an overwritten field. Each transform records exact input object/range, code/tool revision, parameters, environment, random seed, output object, error, resource use, and witness. Each import/export proves tree/object/byte/mode/symlink/metadata/semantic/graph/record equivalence with differences as explicit transformation records.
T158	Restrict compaction to acknowledged projections	RV§19	byte-capture-reconciliation	redb-state-plane,envctl-committer-security	Compaction refuses unacknowledged projections; canonical rows never deleted	yes		redb stores the live logical record and application WAL while PostgreSQL stores the complete reconciled representation and commit linkage; cache eviction changes local presence only after durable capture. Secret plaintext stays inside its exact authorized target and lease and never leaks into broad capture surfaces. Lifecycle policy compacts or removes only acknowledged external and local projections; canonical PostgreSQL bytes, protected secret bytes, histories, lineage, custody records, and witnesses remain durably present and reconstructable.
T159	Project weave, network-control, and rusty-idd into PostgreSQL	RV§20	other	postgres-ruvector-store,envctl-committer-security	weave_message/weave_job/idd_ledger_event rows match local ledgers exactly	yes		weave delivers tmux/Zellij/kitty/wezterm/screen injection, peers, presence, durable messages, asks, fenced job attempts, receipts, MCP, and runner dispatch with PostgreSQL storing authoritative message/job/attempt state; network-control mutations are gated by database policy and leases with plan/apply/rollback; rusty-idd/hf's redb ledger is a replayable local boundary whose complete ledger projects into PostgreSQL/RuVector.
T160	Migrate ICM onto canonical RuVector schema	RV§20	other	postgres-ruvector-store,byte-capture-reconciliation	ICM queries execute via ruvector operators; original row bytes plus conversion lineage stored	yes		ICM's PostgreSQL path must use the canonical RuVector schema and operators; imported ICM database records (originally pgvector `vector` rows) retain original row bytes and are converted into `ruvector` embeddings with transformation provenance, queried through canonical RuVector operators.
T161	Run RuVix/rvAgent under database tasks	RV§20	other	witness-chain,ruvllm-agentdb-rvf-integration	RuVix/rvAgent executions appear as task rows with RVF/witness outputs	yes		RuVix and rvAgent (capability-gated cognition-kernel scheduling, regions, queues, proofs, HAL/drivers, agent backends, middleware, tools, subagents, ACP, MCP, WASM, A2A) execute under database tasks and write RVF/witness results.
T162	Enforce zero-undeclared-loss operation completion	REL	byte-capture-reconciliation	codedb-ingress,postgres-ruvector-store	byte/semantic/provenance/effect equality gates; reconstruction of files/repos/crates/binaries/RVF containers from database state	yes		An operation completes only when source bytes/records are captured, identity/semantics/history/provenance preserved, each transformation links exact inputs and outputs, all tool/model/device/security/release evidence returns, and byte-level plus semantic verification proves zero undeclared loss.
T163	Implement database-gated release pipeline	REL	nix-release-gate	envctl-committer-security,postgres-ruvector-store,witness-chain	flexnetos_runner gate suite; release witness append; approval recorded in database	yes		Release begins with a database-selected branch and database-issued policy, task, grants, and lease; envctl projects worktree/config/Nix inputs; Nix and compilers produce the closure; flexnetos_runner executes every gate; PostgreSQL/RuVector accepts complete evidence and appends the release witness.
T164	Implement atomic activation with exact rollback	REL	envctl-committer-security	nix-release-gate	activation flip test; rollback-target restoration; session-preserving reload check	yes		After database approval, envctl performs the atomic symlink flip and Yazelix/Zellij session-preserving reload; the prior activation remains an exact rollback target.
T165	Migrate LifeOS Glass from Vue to Svelte	R01	glass-svelte-migration	glass-engine-frontdoor	build closure rejects Vue entrypoint and proves Svelte target	yes		"Current checkout (revision 3d741436) is Vue 3/Pinia/Vite + Tauri while Tauri/Svelte is the authority; Vue→Svelte is a release-blocking migration everywhere. R19 re-affirmed OPEN with package.json still ""vue"": ""^3.5.34""."
T166	Build LifeOS PTY embedding of Yazelix Engine	R02	glass-engine-frontdoor	glass-svelte-migration	frozen-closure exact-argv, PTY, resize, exit/signal, detach/reconnect tests	yes		No LifeOS PTY exists; `yzx enter` execs the pinned Zellij. Implement portable-pty 0.9.0, exact `yzx enter options ...` argv, database-derived session, and attach/detach/reconnect ownership.
T167	Implement byte-preserving PTY transport with pins	R03	glass-engine-frontdoor	none	binary/UTF-8 split-frame equality, backpressure, render callback, resize, WebGL-fallback tests	yes		Assign PTY byte arrays to ordered Tauri channels, xterm.js/WebGL to rendering, and small notices only to Tauri events; portable-pty 0.9.0 and xterm pins are mandatory (Tauri events are JSON and not high-throughput).
T168	Restrict yazelix-terminal-support to metadata role	R04	glass-engine-frontdoor	none	architecture dependency test rejects it as launcher/renderer	yes		yazelix-terminal-support (rev a7ee555a) is metadata only and explicitly does not launch/render/compose/repair; LifeOS owns the PTY bridge.
T169	Build redb owner mmap projection publisher	R05	redb-state-plane	none	single-opener denial; projection-format pin; atomic flip; mapped-byte/checksum parity; stale-reader; crash/gap/replay; no-HTTP; latency-SLO tests	yes		redb 4.1 removed mmap, allows one writer, and a read-only opener cannot coexist with the writable opener. Implement the required lifecycle-independent owner (`flexnetos-redb-owner`) that publishes an atomic, checksummed, read-only mmap projection plus ordered UDS wakeups; LifeOS maps only that projection; projection format must be pinned.
T170	Restrict rtk to compaction and analytics	R06	rtk-rtk-nu-envelope	none	filter fixtures, failure tee, raw/compact linkage, binary-input tests; prove no universal JSON/Nuon claim	yes		rtk (0.43.0, develop 44cf84e7) provides command-specific compact text filters and analytics, not universal JSON/Nuon/Nu translation; the pre-transform tee and structured envelope belong to the required rtk_nu.
T171	Build, package, and pin rtk_nu adapter	R07	rtk-rtk-nu-envelope	nix-release-gate	package/revision/schema pin; binary, invalid-UTF-8, interleave, signal, parse-failure suite; raw equality; native-Nu bypass	yes		rtk_nu existed nowhere on 2026-07-19; it is a new required separately packaged Rust/Nix adapter emitting versioned JSONL/JSON/Nuon envelopes with lossless base64 frames, digests, and ordering; activation blocked until exact repo/package/Nix-lock/schema pin and witness. R18: now implemented as rtk-tokenkill `src/rtk_nu_main.rs` (envelope flexnetos.rtk_nu.envelope.v1, crates rtk_nu and rtk_nu_test_fixture); invariant 16 gate not narrowed.
T172	Enforce Nu-parse-before-plugin ordering	R08	codedb-ingress	rtk-rtk-nu-envelope	isolated registration, protocol trace, native bypass, typed/raw linkage tests	yes		Insert `from json --objects`, `from json`, or `from nuon` before the nu_plugin_codedb child; native Nu bypasses RTK; MessagePack (MsgPackSerializer) is plugin protocol transport only, never described as redb encoding. R19 flags R08 unverified against nu_plugin @931d48f.
T173	Implement codedb ingest-envelope typed command	R09	codedb-ingress	redb-state-plane	command inventory/signature test; JSON, JSONL, Nuon, native-Nu end-to-end fixtures; raw-link; PG denial	yes		Registered plugin commands use `Nothing` input with no ingest-envelope; the required `codedb ingest-envelope` typed input/receipt command and owner-client backend are release blockers. R17: implemented at nu_plugin @931d48f (crates/codedb/src/ingest.rs, schema codedb.ingest-envelope.v0, tagged ARCHBP-001); invariant 16 gate not narrowed.
T174	Withhold production PG-write credentials from CodeDB	R10	envctl-committer-security	postgres-ruvector-store,codedb-ingress	database role/grant audit; negative direct-write test	yes		codedb_store_pg is a direct PG store creating a possible bypass of envctl exclusivity; withhold production PG-write credentials from plugin/agent roles and limit the direct store to explicit bootstrap/parity/read/repair/migration grants.
T175	Implement envctl drain/embed/commit worker	R11	envctl-committer-security	redb-state-plane,ruvllm-agentdb-rvf-integration	idempotent drain/embed/commit/restart tests; vector provenance; capability-denial; crash/replay	yes		envctl (rev 48368a97) lacks the complete drain/embed/PG loop; worker implementation is a release gate. envctl orchestrates the approved ruvllm/Candle embedding executor and exclusively invokes the CodeDB PG mapping; ONNX/ort is separately gated outside the default closure.
T176	Enforce pre-transform byte tee and lineage	R12	byte-capture-reconciliation	rtk-rtk-nu-envelope,codedb-ingress	byte-equality corpus for success, failure, signal, binary, partial-line, interleaved streams	yes		Derived views are lossy unless the tee precedes all transforms and preserves stream order; require immutable objects/frame order, digests, parser/filter revisions, exit/signal/timing records, and durable raw↔derived linkage.
T177	Preserve logical trace alongside physical paths	R13	glass-engine-frontdoor	codedb-ingress,redb-state-plane,envctl-committer-security	logical-hop order plus physical path-walk fixtures with identity/lease/branch/raw/local-seq/mmap-generation/commit/witness continuity	yes		Restore the exact ten-hop logical front-door trace (D05) while retaining eight convergent physical paths (D06–D12); Codex is mandatory on the agent-mediated front door but not every non-agent control.
T178	Freeze pins for all new required components	R14	nix-release-gate	rtk-rtk-nu-envelope,redb-state-plane,glass-engine-frontdoor,codedb-ingress	ref existence, lockfile closure, manifest path, source-byte import checks	yes		rtk_nu, redb-owner, PTY/xterm, and ingest-envelope are required additions without existing pins; activation is explicitly blocked until every new package/lock/schema/witness coordinate is frozen.
T179	Apply authorization_context rename in migration SQL	R16	data-schema	postgres-ruvector-store	PostgreSQL grammar parse passes all six blocks (51, 103, 19, 6, 6, 100 statements); dollar-tag checks	yes		PostgreSQL 17 grammar rejected the unquoted reserved column `authorization` in `lifeos_runtime.request` and both `ingest_event` definitions, blocking every later schema and release gate; column renamed to `authorization_context` with both insert-column lists updated while retaining the JSON envelope key `authorization`.
T180	Re-review stale pins R08/R11/R12 and close R01	R19	other	codedb-ingress,envctl-committer-security,glass-svelte-migration	re-review each named row against its current pinned revision	yes		Pins are 4 days stale (nu_plugin 63d68743→931d48f, lifeos 3d741436→4707497, envctl on branch codex/profile-xdg-owner); R08/R11/R12 re-review scheduled as required work; R01 closes only when the Svelte target replaces the Vue entrypoint per its build-closure gate.
T181	Implement files-to-tables-to-generated-files conversion	DOC	envctl-committer-security	postgres-ruvector-store,codedb-ingress	envctl table checksums and generated-file checksums verified at the runner gate	yes		The permanent environment conversion is `files → Nushell tables → validated envctl tables → generated files`; after cutover each canonical table generation is a PostgreSQL row set surfaced through envctl; generated files are replaceable projections and originals remain evidence.
T182	Persist durable cross-session memory in PostgreSQL projections	DOC	postgres-ruvector-store	envctl-committer-security	query all memory surfaces from PostgreSQL after restart/reconstruction	yes		GitKB decisions/context/handoffs/repository knowledge/ledger links, meta repository/release/task/drift graphs, beads/br task atoms and dependencies, command ledger rows, handoff documents, and runner receipts live in PostgreSQL/RuVector projections; chat-session memory is disposable.
T183	Implement runner release gate proofs	DOC	nix-release-gate	envctl-committer-security,witness-chain	flexnetos_runner doctor/release check; proof manifest; clean shell/login tests	yes		The runner gate proves clean-shell bootstrap, real login-session persistence, envctl table checksums, generated-file checksums, raw logs, absence of tracked raw secrets, meta repository-graph equality, GitKB/handoff update, release manifest, and the next backlog; no activation bypasses provenance.
T184	Stamp provenance on all generated outputs	DOC	envctl-committer-security	witness-chain	inspect generated files for complete provenance headers	yes		Generated `bootstrap.nu`, `bootstrap.sh`, and Codex/MCP/Yazelix/RTK/GitKB/meta/runner/Rust/Fenix/Kache/wild/CUDA/NVIDIA/database outputs carry generator, source table, table checksum, timestamp, branch, witness, and do-not-edit provenance.
T185	Keep Codex on official authentication only	DOC	other	none	command ledger audit of manual changes	yes		Codex uses official ChatGPT authentication first; API-key execution disabled by default; browser/session-token workarounds, hidden mutations, and bulk rewrite scripts absent; manual changes reviewable, gated, recorded in the command ledger.
T186	Keep RTK scoped with telemetry off and raw tee attached	DOC	rtk-rtk-nu-envelope	byte-capture-reconciliation	verify telemetry disabled; raw tee attachment on failures	yes		RTK remains project/session scoped with telemetry off; compact summaries preserve cost while raw failure tee logs and original output remain attached; failures diagnosed from raw records.
T187	Generate Yazelix configuration from database rows	DOC	envctl-committer-security	nix-release-gate	clean shell/login; session-preserving reload; config provenance check	yes		Yazelix supplies the Nix-owned runtime (Nushell, Zellij, Yazi, Helix/Neovim, popups, widgets, Codex terminal workflow); envctl generates its controlled configuration from database rows.
T188	Follow the numbered install/activation order	DOC	install-activation-order	none	activation blocked until prior steps verify; step-order audit	yes		Components install in the integration table's numbered order (Nushell/Yazelix/Nix 2, PostgreSQL 3, RuVector extension 4, witness runtime 5, redb/envctl/secrets 6, CodeDB 7, Git surfaces 8, RuVector members/models 9, rtk/rtk_nu/ICM/weave 10, runners 11, network/hardware 12, LifeOS 13).
T189	Operate all Section-3 paths after cutover	INV04	glass-engine-frontdoor	glass-svelte-migration,redb-state-plane,envctl-committer-security	path-walk of all eight physical pipelines (D05–D12)	yes		The Tauri/Svelte Glass embeds the real `yzx enter`/Zellij Engine through a PTY, and every action, ingestion, live-projection, durable-commit, and controlled return path in §3 operates after cutover.
T190	Reconcile every redb byte to the canonical database	INV06	redb-state-plane	envctl-committer-security,postgres-ruvector-store	monotonic local-seq/mmap-generation/LSN reconciliation; all records queryable in PostgreSQL	yes		redb serves buffer, scratchpad, retry, semantic cache, inference dedupe, application WAL, geometry, and SIMD roles through one supervised owner; every local byte, projection generation, and event reconciles to PostgreSQL/RuVector.
T191	Enforce envctl-only commit capability in the database	INV07	envctl-committer-security	postgres-ruvector-store	role/grant audit; negative direct-write tests from plugin/agent roles	yes		Database capabilities must prevent plugin or agent bypass of envctl as the sole authoritative PostgreSQL/RuVector ingress committer, table operator, embedding orchestrator, security boundary, materializer, projection manager, and activation interface.
T192	Implement the six-subsystem secret lifecycle	INV08	envctl-committer-security	postgres-ruvector-store	allow/deny, expiry, rotation, revocation, replay, cross-target, audit-chain, root-plaintext-exclusion tests	yes		Secret Engine, Secret Broker, Secret Mint, Seed Vault, Cognitum Seed, and Secret Relay must preserve protected bytes, constrained plaintext exposure, full lifecycle (issuance/renewal/rotation/revocation), and complete audit.
T193	Install and use the complete ruvnet inventory	INV09	ruvllm-agentdb-rvf-integration	install-activation-order,nix-release-gate	pinned locked build/test per component; fixture; byte/provenance/witness round trip	yes		ruvnet/rUv, RuVector, AgentDB, RVF, ruvllm, RuvLTRA, SONA, MicroLoRA, FastGRNN, Ruflo, ATAS, and every official crate/package in the inventory must be installed and used, not replaced.
T194	Implement COW branch gates and pointer promotion	INV11	cow-branching	postgres-ruvector-store,witness-chain	generation append; promotion/rollback pointer and byte verification; branch-isolation tests	yes		COW branches isolate proposals and simulations; witnessed merge gates and pointer promotion select winning timelines; rollback is exact.
T195	Implement SHAKE256 witness chains transactionally	INV12	witness-chain	postgres-ruvector-store	recompute entire chain; source endpoint resolution; tamper test; signature and replay verification	yes		SHAKE256 witnesses bind source bytes, vectors, graph/causal lineage, transformations, executions, model state, artifacts, and releases; witness append occurs in the same transaction as the governed event.
T196	Implement WAL/PITR/reconstruction protection	INV13	postgres-ruvector-store	none	backup/PITR drill; full reconstruction with row/count/hash checks	yes		PostgreSQL WAL, replication, base backup, PITR, restore drills, and reconstruction receipts must protect every state.
T197	Close the return loop for every physical effect	INV14	byte-capture-reconciliation	postgres-ruvector-store,witness-chain	D12 round-trip fixture: commit identity plus witness precede acknowledgement	yes		Every physical effect and result completes the return loop; completion requires PostgreSQL commit identity and witness before final UI acknowledgement.
T198	Pin rtk_nu before accepting it as implemented	INV16	rtk-rtk-nu-envelope	nix-release-gate	exact package/revision, schema closure, and witness pin executed at the release gate	yes		rtk_nu cannot be treated as implemented until its exact revision, schema, package closure, and witness are pinned — this gate governs the R17/R18 implementation acknowledgements at release.
T199	Forbid concurrent redb opens and sidebar HTTP	INV17	redb-state-plane	glass-engine-frontdoor	single-opener denial; no-HTTP check; latency-SLO tests	yes		One lifecycle-independent redb owner holds the only writable database-file handle; LifeOS maps only the published projection and never opens the file; no local HTTP server or PostgreSQL polling sits on the live sidebar path.
T200	Eliminate conflicts and downgrade language before release	INV18	nix-release-gate	none	structural checks, table consistency, release gates, final full-file reread	yes		Zero unresolved in-scope architecture conflicts, unowned boundaries, invented current capabilities, or silent downgrade language are permitted at release.
T201	Keep the conformance atlas and checks green	INV19	other	nix-release-gate	Mermaid parser suite; semantic crosswalk; component-table checks	yes		All fifteen anchor sections, fourteen source diagrams, and ten anchor invariants must remain represented in the A01–A15 ledger and rendered as the D01–D24 Mermaid atlas; parser, path-walk, ownership, byte-lineage, and release-gate checks stay green.
T202	Require commit identity before UI acknowledgement	A06	glass-engine-frontdoor	postgres-ruvector-store,witness-chain	D12 completion fixture verifying commit identity and witness ordering	yes		The convergent Engine/Glass return, ingestion, durable commit, and acknowledgement loop (D12) requires PostgreSQL commit identity and witness before the final UI acknowledgement.
T203	Keep learning and forecast promotion database-gated	A11	ruflo-ruvltra-atas	sona-rl,ruvllm-agentdb-rvf-integration,postgres-ruvector-store	seeded ensemble replay; predicted-versus-observed capture; no-self-promotion test	yes		ruvllm, AgentDB, RVF, SONA/MicroLoRA, routing, and Ruflo/RuvLTRA/ATAS must return complete model/RVF bytes and forecast evidence; promotion remains database-gated with no self-promotion.
