occurrence_id,source_scope,source_path,line,column,keyword,classification,capability_ids,work_order_refs,reference_refs,classification_reason,source_text
LANG-0236,task-tables,raw/TASK_GRAPH.csv,15,2682,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB013,Create Rust workspace skeleton,workspace,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof,CDB006;CDB068,CDB014;CDB041,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,Cargo.toml,cargo metadata succeeds,source overwrite in existing repos,logs/CDB013-workspace.log;Cargo.toml,complete,Create Rust workspace skeleton,9,code,Cargo.toml;crates/codedb/Cargo.toml;crates/codedb_build_capture/Cargo.toml;crates/codedb_cargo/Cargo.toml;crates/codedb_context/Cargo.toml;crates/codedb_core/Cargo.toml;crates/codedb_fixtures/Cargo.toml;crates/codedb_mcp/Cargo.toml;crates/codedb_rust_static/Cargo.toml;crates/codedb_store_pg/Cargo.toml;crates/codedb_store_redb/Cargo.toml;crates/nu_plugin_codedb/Cargo.toml;tests/test_workspace_manifest.py;logs/CDB013-workspace.log,source overwrite in existing repos,Cargo.toml,cargo metadata succeeds,logs/CDB013-workspace.log,logs/CDB013-workspace.log;Cargo.toml,workspace ready,Three direct workspace-contract tests and cargo metadata parity pass on the current tree.,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv;CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;nu_plugin_codedb_execution_package_checklist.md;GOAL.md;SUBGOALS.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md;Cargo.toml;crates/codedb/Cargo.toml;crates/codedb_build_capture/Cargo.toml;crates/codedb_cargo/Cargo.toml;crates/codedb_context/Cargo.toml;crates/codedb_core/Cargo.toml;crates/codedb_fixtures/Cargo.toml;crates/codedb_mcp/Cargo.toml;crates/codedb_rust_static/Cargo.toml;crates/codedb_store_pg/Cargo.toml;crates/codedb_store_redb/Cargo.toml;crates/nu_plugin_codedb/Cargo.toml;tests/test_workspace_manifest.py;logs/CDB013-workspace.log,,,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,CDB013 requires CDB068 complete"
LANG-0237,task-tables,raw/TASK_GRAPH.csv,16,1426,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB014,Implement codedb-core schemas,core,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof,CDB013;CDB007,CDB015;CDB017;CDB019;CDB061,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,codedb-core,unit tests pass,unsafe execution,logs/CDB014-core.log;codedb-core,complete,Implement codedb-core schemas,""10,11,12"",code,logs/CDB014-core.log,unsafe execution,codedb-core,unit tests pass,logs/CDB014-core.log,logs/CDB014-core.log;codedb-core,schema structs compiled,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB014-core.log,,codedb-core,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0238,task-tables,raw/TASK_GRAPH.csv,17,1454,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB015,Implement redb store init,store,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#2-redb-store-schema-provenance,CDB014,CDB016;CDB017;CDB019;CDB029,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,codedb-store-redb,store init/metadata tests pass,other DB backends,logs/CDB015-redb-init.log;codedb-store-redb,complete,Implement redb store init,""8,11"",code,logs/CDB015-redb-init.log,other DB backends,codedb-store-redb,store init/metadata tests pass,logs/CDB015-redb-init.log,logs/CDB015-redb-init.log;codedb-store-redb,redb store opens,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB015-redb-init.log,,codedb-store-redb,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0239,task-tables,raw/TASK_GRAPH.csv,18,1504,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB016,""Implement redb schema version, locks, backup, restore"",store,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#2-redb-store-schema-provenance,CDB015,,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,backup/restore API,backup restore smoke passes,schema-less writes,logs/CDB016-redb-restore.log;backup/restore API,complete,""Implement redb schema version, locks, backup, restore"",""8,17"",code,logs/CDB016-redb-restore.log,schema-less writes,backup/restore API,backup restore smoke passes,logs/CDB016-redb-restore.log,logs/CDB016-redb-restore.log;backup/restore API,store recoverable,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB016-redb-restore.log,,backup/restore API,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0240,task-tables,raw/TASK_GRAPH.csv,19,1421,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB017,Implement filesystem scanner,scan,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#3-filesystem-source-cargo-cfg-capture,CDB014;CDB015,CDB018;CDB028;CDB029,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,filesystem_entries,fixture scan rows stable,source mutation,logs/CDB017-fs.log;filesystem_entries,complete,Implement filesystem scanner,10.1,code,logs/CDB017-fs.log,source mutation,filesystem_entries,fixture scan rows stable,logs/CDB017-fs.log,logs/CDB017-fs.log;filesystem_entries,filesystem captured,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB017-fs.log,,filesystem_entries,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0241,task-tables,raw/TASK_GRAPH.csv,20,1476,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB018,Implement exact source metadata and blob policy,scan,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#3-filesystem-source-cargo-cfg-capture,CDB017,CDB022,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,source_blobs metadata,secret policy tests pass,secret export,logs/CDB018-source.log;source_blobs metadata,complete,Implement exact source metadata and blob policy,""10.2,15.3"",code,logs/CDB018-source.log,secret export,source_blobs metadata,secret policy tests pass,logs/CDB018-source.log,logs/CDB018-source.log;source_blobs metadata,source capture safe,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB018-source.log,,source_blobs metadata,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0242,task-tables,raw/TASK_GRAPH.csv,21,1438,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB019,Implement cargo metadata capture,cargo,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#3-filesystem-source-cargo-cfg-capture,CDB014;CDB015,CDB020;CDB021;CDB029,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,cargo tables,cargo metadata fixture passes,regex-only Cargo parsing,logs/CDB019-cargo.log;cargo tables,complete,Implement cargo metadata capture,10.3,code,logs/CDB019-cargo.log,regex-only Cargo parsing,cargo tables,cargo metadata fixture passes,logs/CDB019-cargo.log,logs/CDB019-cargo.log;cargo tables,cargo captured,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB019-cargo.log,,cargo tables,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0243,task-tables,raw/TASK_GRAPH.csv,22,1511,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB020,Implement Cargo source provenance capture,cargo,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#3-filesystem-source-cargo-cfg-capture,CDB019,,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,cargo_sources tables,registry/git/path facts captured,network mutation,logs/CDB020-cargo-sources.log;cargo_sources tables,complete,Implement Cargo source provenance capture,10.3,code,logs/CDB020-cargo-sources.log,network mutation,cargo_sources tables,registry/git/path facts captured,logs/CDB020-cargo-sources.log,logs/CDB020-cargo-sources.log;cargo_sources tables,source provenance captured,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB020-cargo-sources.log,,cargo_sources tables,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0244,task-tables,raw/TASK_GRAPH.csv,23,1450,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB021,Implement cfg/feature/target/toolchain context,context,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#3-filesystem-source-cargo-cfg-capture,CDB019,CDB022,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,codedb_contexts,context rows deterministic,unkeyed context,logs/CDB021-context.log;codedb_contexts,complete,Implement cfg/feature/target/toolchain context,10.4,code,logs/CDB021-context.log,unkeyed context,codedb_contexts,context rows deterministic,logs/CDB021-context.log,logs/CDB021-context.log;codedb_contexts,context captured,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB021-context.log,,codedb_contexts,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0245,task-tables,raw/TASK_GRAPH.csv,24,1475,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB022,Implement static Rust item inventory,rust-static,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#4-static-rust-items-macros-build-script-detection,CDB018;CDB021,CDB023;CDB024;CDB025;CDB026;CDB029,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,rust_items,simple item fixture passes,semantic overclaim,logs/CDB022-rust-items.log;rust_items,complete,Implement static Rust item inventory,10.5,code,logs/CDB022-rust-items.log,semantic overclaim,rust_items,simple item fixture passes,logs/CDB022-rust-items.log,logs/CDB022-rust-items.log;rust_items,items captured,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB022-rust-items.log,,rust_items,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0246,task-tables,raw/TASK_GRAPH.csv,25,1481,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB023,Implement macro_rules static inventory,rust-static,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#4-static-rust-items-macros-build-script-detection,CDB022,,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,macro tables,macro fixture passes with gaps where needed,claiming full hygiene truth,logs/CDB023-macros.log;macro tables,complete,Implement macro_rules static inventory,10.6,code,logs/CDB023-macros.log,claiming full hygiene truth,macro tables,macro fixture passes with gaps where needed,logs/CDB023-macros.log,logs/CDB023-macros.log;macro tables,macros captured,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB023-macros.log,,macro tables,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0247,task-tables,raw/TASK_GRAPH.csv,26,1594,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB024,Implement proc-macro static detection and gaps,rust-static,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#4-static-rust-items-macros-build-script-detection,CDB022,,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,proc_macro tables;capture_gaps,proc macro fixture emits static rows/gaps,proc macro execution,logs/CDB024-proc-macro.log;proc_macro tables;capture_gaps,complete,Implement proc-macro static detection and gaps,10.7,code,logs/CDB024-proc-macro.log,proc macro execution,proc_macro tables;capture_gaps,proc macro fixture emits static rows/gaps,logs/CDB024-proc-macro.log,logs/CDB024-proc-macro.log;proc_macro tables;capture_gaps,proc macros detected,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB024-proc-macro.log,,proc_macro tables;capture_gaps,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0248,task-tables,raw/TASK_GRAPH.csv,27,1603,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB025,Implement build.rs static detection and gaps,rust-static,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#4-static-rust-items-macros-build-script-detection,CDB022,CDB027;CDB033,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,build_scripts;capture_gaps,build script fixture emits static rows/gaps,build script execution,logs/CDB025-build-static.log;build_scripts;capture_gaps,complete,Implement build.rs static detection and gaps,10.8,code,logs/CDB025-build-static.log,build script execution,build_scripts;capture_gaps,build script fixture emits static rows/gaps,logs/CDB025-build-static.log,logs/CDB025-build-static.log;build_scripts;capture_gaps,build scripts detected,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB025-build-static.log,,build_scripts;capture_gaps,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
LANG-0249,task-tables,raw/TASK_GRAPH.csv,28,1504,may,compatibility_or_state_semantics,,,,"The wording defines a nullable, permission, or backward-compatible state whose handling is mandatory rather than a deferred feature.","CDB026,Implement static include/path edge detection,rust-static,prd/nu_plugin_codedb_v1_1_full_prd.md;execution/TASK_GRAPH.csv,""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",GOAL.md,SUBGOALS.md#4-static-rust-items-macros-build-script-detection,CDB022,,code,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv,static_include_edges,include fixture passes,dynamic file tracing claims,logs/CDB026-include.log;static_include_edges,complete,Implement static include/path edge detection,10.10,code,logs/CDB026-include.log,dynamic file tracing claims,static_include_edges,include fixture passes,logs/CDB026-include.log,logs/CDB026-include.log;static_include_edges,include edges captured,,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,ACCEPTANCE.md,FIRST_RUN_PROMPT.md,READINESS_GATE.md;STOP_CONDITIONS.md;DRIFT_GUARD.md,nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB026-include.log,,static_include_edges,complete_exact_paths_resolved,evidence_files_present,current artifacts exact package-relative; planned implementation may declare future paths/globs only while status is planned,"
