gate_id,work_order_id,correlation_id,must_read,may_update,must_update_on_change,validation_gates,safety_constraints,local_status,source
GATE-CDB041,TASK-CDB041,CDB041,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/fixtures/README.md;src/nu_plugin/fixtures/build_script/Cargo.toml;src/nu_plugin/fixtures/build_script/build.rs;src/nu_plugin/fixtures/build_script/src/lib.rs;src/nu_plugin/fixtures/clean_repo/Cargo.toml;src/nu_plugin/fixtures/clean_repo/src/lib.rs;src/nu_plugin/fixtures/dirty_repo/README.md;src/nu_plugin/fixtures/feature_cfg/Cargo.toml;src/nu_plugin/fixtures/feature_cfg/deps/unix_helper/Cargo.toml;src/nu_plugin/fixtures/feature_cfg/deps/unix_helper/src/lib.rs;src/nu_plugin/fixtures/feature_cfg/src/lib.rs;src/nu_plugin/fixtures/fixture_matrix.csv;src/nu_plugin/fixtures/include_edges/Cargo.toml;src/nu_plugin/fixtures/include_edges/assets/blob.bytes;src/nu_plugin/fixtures/include_edges/assets/message.txt;src/nu_plugin/fixtures/include_edges/src/lib.rs;src/nu_plugin/fixtures/macro_rules/Cargo.toml;src/nu_plugin/fixtures/macro_rules/src/lib.rs;src/nu_plugin/fixtures/native_link/Cargo.toml;src/nu_plugin/fixtures/native_link/build.rs;src/nu_plugin/fixtures/native_link/src/lib.rs;src/nu_plugin/fixtures/non_rust_assets/Cargo.toml;src/nu_plugin/fixtures/non_rust_assets/assets/config.kdl;src/nu_plugin/fixtures/non_rust_assets/assets/data.json;src/nu_plugin/fixtures/non_rust_assets/src/lib.rs;src/nu_plugin/fixtures/nushell_syntax/stub_initializer.nu;src/nu_plugin/fixtures/out_dir_generator/Cargo.toml;src/nu_plugin/fixtures/out_dir_generator/build.rs;src/nu_plugin/fixtures/out_dir_generator/src/lib.rs;src/nu_plugin/fixtures/proc_macro_consumer/Cargo.toml;src/nu_plugin/fixtures/proc_macro_consumer/crates/consumer/Cargo.toml;src/nu_plugin/fixtures/proc_macro_consumer/crates/consumer/src/lib.rs;src/nu_plugin/fixtures/proc_macro_consumer/crates/demo_macro/Cargo.toml;src/nu_plugin/fixtures/proc_macro_consumer/crates/demo_macro/src/lib.rs;src/nu_plugin/fixtures/secret_like/Cargo.toml;src/nu_plugin/fixtures/secret_like/src/lib.rs;src/nu_plugin/fixtures/single_simple_crate/Cargo.toml;src/nu_plugin/fixtures/single_simple_crate/src/lib.rs;src/nu_plugin/fixtures/symlink/README.md;src/nu_plugin/fixtures/symlink/symlink_manifest.txt;src/nu_plugin/fixtures/symlink/target.txt;src/nu_plugin/fixtures/workspace_two_crates/Cargo.toml;src/nu_plugin/fixtures/workspace_two_crates/crates/app/Cargo.toml;src/nu_plugin/fixtures/workspace_two_crates/crates/app/src/lib.rs;src/nu_plugin/fixtures/workspace_two_crates/crates/helper/Cargo.toml;src/nu_plugin/fixtures/workspace_two_crates/crates/helper/src/lib.rs,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,fixtures present and documented,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":43,""path"":""execution/TASK_FILE_MAP.csv"",""record"":42,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB042,TASK-CDB042,CDB042,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/tests/test_ci_detached_attestation.py;src/nu_plugin/tests/test_ci_toolchain_ownership.py;src/nu_plugin/tests/test_codex_bounded_bridge.nu;src/nu_plugin/tests/test_deterministic_scan.nu;src/nu_plugin/tests/test_dynamic_store_plugin.nu;src/nu_plugin/tests/test_init_provenance.nu;src/nu_plugin/tests/test_locked_context_integration.py;src/nu_plugin/tests/test_mandatory_capability_policy.py;src/nu_plugin/tests/test_mandatory_pg_parity.py;src/nu_plugin/tests/test_materialization_safety.py;src/nu_plugin/tests/test_no_mutation.nu;src/nu_plugin/tests/test_no_real_home_plugin_registration.nu;src/nu_plugin/tests/test_nushell_syntax_gate.nu;src/nu_plugin/tests/test_plugin_registry.nu;src/nu_plugin/tests/test_plugin_secret_guard.nu;src/nu_plugin/tests/test_postgres_open_policy.py;src/nu_plugin/tests/test_redb_lifecycle.nu;src/nu_plugin/tests/test_release_validators.py;src/nu_plugin/tests/test_requirement_proof_attestation.py;src/nu_plugin/tests/test_requirement_proof_ledger.py;src/nu_plugin/tests/test_security_no_leak.nu;src/nu_plugin/tests/test_task_graph_validator.py;src/nu_plugin/tests/test_transient_plugin.nu;src/nu_plugin/tests/test_truth_surface.py;src/nu_plugin/tests/test_unsafe_capture.nu;src/nu_plugin/tests/test_yazelix_disabled_smoke.nu;src/nu_plugin/tests/test_yazelix_enabled_smoke.nu,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,repeat scan checksums stable,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":44,""path"":""execution/TASK_FILE_MAP.csv"",""record"":43,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB043,TASK-CDB043,CDB043,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/tests/test_ci_detached_attestation.py;src/nu_plugin/tests/test_ci_toolchain_ownership.py;src/nu_plugin/tests/test_codex_bounded_bridge.nu;src/nu_plugin/tests/test_deterministic_scan.nu;src/nu_plugin/tests/test_dynamic_store_plugin.nu;src/nu_plugin/tests/test_init_provenance.nu;src/nu_plugin/tests/test_locked_context_integration.py;src/nu_plugin/tests/test_mandatory_capability_policy.py;src/nu_plugin/tests/test_mandatory_pg_parity.py;src/nu_plugin/tests/test_materialization_safety.py;src/nu_plugin/tests/test_no_mutation.nu;src/nu_plugin/tests/test_no_real_home_plugin_registration.nu;src/nu_plugin/tests/test_nushell_syntax_gate.nu;src/nu_plugin/tests/test_plugin_registry.nu;src/nu_plugin/tests/test_plugin_secret_guard.nu;src/nu_plugin/tests/test_postgres_open_policy.py;src/nu_plugin/tests/test_redb_lifecycle.nu;src/nu_plugin/tests/test_release_validators.py;src/nu_plugin/tests/test_requirement_proof_attestation.py;src/nu_plugin/tests/test_requirement_proof_ledger.py;src/nu_plugin/tests/test_security_no_leak.nu;src/nu_plugin/tests/test_task_graph_validator.py;src/nu_plugin/tests/test_transient_plugin.nu;src/nu_plugin/tests/test_truth_surface.py;src/nu_plugin/tests/test_unsafe_capture.nu;src/nu_plugin/tests/test_yazelix_disabled_smoke.nu;src/nu_plugin/tests/test_yazelix_enabled_smoke.nu,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,MCP/source secret tests pass,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":45,""path"":""execution/TASK_FILE_MAP.csv"",""record"":44,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB044,TASK-CDB044,CDB044,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/tests/test_ci_detached_attestation.py;src/nu_plugin/tests/test_ci_toolchain_ownership.py;src/nu_plugin/tests/test_codex_bounded_bridge.nu;src/nu_plugin/tests/test_deterministic_scan.nu;src/nu_plugin/tests/test_dynamic_store_plugin.nu;src/nu_plugin/tests/test_init_provenance.nu;src/nu_plugin/tests/test_locked_context_integration.py;src/nu_plugin/tests/test_mandatory_capability_policy.py;src/nu_plugin/tests/test_mandatory_pg_parity.py;src/nu_plugin/tests/test_materialization_safety.py;src/nu_plugin/tests/test_no_mutation.nu;src/nu_plugin/tests/test_no_real_home_plugin_registration.nu;src/nu_plugin/tests/test_nushell_syntax_gate.nu;src/nu_plugin/tests/test_plugin_registry.nu;src/nu_plugin/tests/test_plugin_secret_guard.nu;src/nu_plugin/tests/test_postgres_open_policy.py;src/nu_plugin/tests/test_redb_lifecycle.nu;src/nu_plugin/tests/test_release_validators.py;src/nu_plugin/tests/test_requirement_proof_attestation.py;src/nu_plugin/tests/test_requirement_proof_ledger.py;src/nu_plugin/tests/test_security_no_leak.nu;src/nu_plugin/tests/test_task_graph_validator.py;src/nu_plugin/tests/test_transient_plugin.nu;src/nu_plugin/tests/test_truth_surface.py;src/nu_plugin/tests/test_unsafe_capture.nu;src/nu_plugin/tests/test_yazelix_disabled_smoke.nu;src/nu_plugin/tests/test_yazelix_enabled_smoke.nu,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,clean/dirty no-mutation tests pass,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":46,""path"":""execution/TASK_FILE_MAP.csv"",""record"":45,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB045,TASK-CDB045,CDB045,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/tests/test_ci_detached_attestation.py;src/nu_plugin/tests/test_ci_toolchain_ownership.py;src/nu_plugin/tests/test_codex_bounded_bridge.nu;src/nu_plugin/tests/test_deterministic_scan.nu;src/nu_plugin/tests/test_dynamic_store_plugin.nu;src/nu_plugin/tests/test_init_provenance.nu;src/nu_plugin/tests/test_locked_context_integration.py;src/nu_plugin/tests/test_mandatory_capability_policy.py;src/nu_plugin/tests/test_mandatory_pg_parity.py;src/nu_plugin/tests/test_materialization_safety.py;src/nu_plugin/tests/test_no_mutation.nu;src/nu_plugin/tests/test_no_real_home_plugin_registration.nu;src/nu_plugin/tests/test_nushell_syntax_gate.nu;src/nu_plugin/tests/test_plugin_registry.nu;src/nu_plugin/tests/test_plugin_secret_guard.nu;src/nu_plugin/tests/test_postgres_open_policy.py;src/nu_plugin/tests/test_redb_lifecycle.nu;src/nu_plugin/tests/test_release_validators.py;src/nu_plugin/tests/test_requirement_proof_attestation.py;src/nu_plugin/tests/test_requirement_proof_ledger.py;src/nu_plugin/tests/test_security_no_leak.nu;src/nu_plugin/tests/test_task_graph_validator.py;src/nu_plugin/tests/test_transient_plugin.nu;src/nu_plugin/tests/test_truth_surface.py;src/nu_plugin/tests/test_unsafe_capture.nu;src/nu_plugin/tests/test_yazelix_disabled_smoke.nu;src/nu_plugin/tests/test_yazelix_enabled_smoke.nu,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,unsafe capture gate tests pass,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":47,""path"":""execution/TASK_FILE_MAP.csv"",""record"":46,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB046,TASK-CDB046,CDB046,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB046-validation.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,fmt/clippy/test/doctor pass,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":48,""path"":""execution/TASK_FILE_MAP.csv"",""record"":47,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB047,TASK-CDB047,CDB047,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/manifests/CHECKSUMS.sha256;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/PACKAGE_VALIDATION.json;src/nu_plugin/scripts/truth_surface.py;src/nu_plugin/tests/test_truth_surface.py;src/nu_plugin/logs/CDB047-manifest.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,manifest checksums match,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":49,""path"":""execution/TASK_FILE_MAP.csv"",""record"":48,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB048,TASK-CDB048,CDB048,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/BACKLOG.md;src/nu_plugin/HANDOFF.md,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,capture gaps and MVP2 listed,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":50,""path"":""execution/TASK_FILE_MAP.csv"",""record"":49,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB049,TASK-CDB049,CDB049,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/research/nushell_yazelix_cross_reference_report.md;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/docs/YAZELIX_NUSHELL_RUNTIME.md;src/nu_plugin/research/nushell_yazelix_cross_reference_report.md,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,report cites runtime nu/config/initializer boundaries,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":51,""path"":""execution/TASK_FILE_MAP.csv"",""record"":50,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB050,TASK-CDB050,CDB050,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/research/nushell_yazelix_cross_reference_report.md;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/flake.nix;src/nu_plugin/packaging/codedb_runtime_tool.nix;src/nu_plugin/docs/CODEDB_YAZELIX_RUNTIME_TOOL.md;src/nu_plugin/tests/test_runtime_tool_contract.py;src/nu_plugin/logs/CDB050-runtime-tool.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,runtime tool metadata and `codedb --version` smoke pass,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":52,""path"":""execution/TASK_FILE_MAP.csv"",""record"":51,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB051,TASK-CDB051,CDB051,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/research/nushell_yazelix_cross_reference_report.md;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/crates/codedb/Cargo.toml;src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/crates/codedb/tests/relative_repo_path.rs;src/nu_plugin/docs/NUSHELL_PLUGIN_COMPAT.md,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,doctor reports protocol/runtime status and mismatch degrades explicitly,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":53,""path"":""execution/TASK_FILE_MAP.csv"",""record"":52,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB052,TASK-CDB052,CDB052,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/research/nushell_yazelix_cross_reference_report.md;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/examples/nushell/plugin_registry_smoke.nu;src/nu_plugin/examples/nushell/transient_plugin_smoke.nu;src/nu_plugin/tests/test_ci_detached_attestation.py;src/nu_plugin/tests/test_ci_toolchain_ownership.py;src/nu_plugin/tests/test_codex_bounded_bridge.nu;src/nu_plugin/tests/test_deterministic_scan.nu;src/nu_plugin/tests/test_dynamic_store_plugin.nu;src/nu_plugin/tests/test_init_provenance.nu;src/nu_plugin/tests/test_locked_context_integration.py;src/nu_plugin/tests/test_mandatory_capability_policy.py;src/nu_plugin/tests/test_mandatory_pg_parity.py;src/nu_plugin/tests/test_materialization_safety.py;src/nu_plugin/tests/test_no_mutation.nu;src/nu_plugin/tests/test_no_real_home_plugin_registration.nu;src/nu_plugin/tests/test_nushell_syntax_gate.nu;src/nu_plugin/tests/test_plugin_registry.nu;src/nu_plugin/tests/test_plugin_secret_guard.nu;src/nu_plugin/tests/test_postgres_open_policy.py;src/nu_plugin/tests/test_redb_lifecycle.nu;src/nu_plugin/tests/test_release_validators.py;src/nu_plugin/tests/test_requirement_proof_attestation.py;src/nu_plugin/tests/test_requirement_proof_ledger.py;src/nu_plugin/tests/test_security_no_leak.nu;src/nu_plugin/tests/test_task_graph_validator.py;src/nu_plugin/tests/test_transient_plugin.nu;src/nu_plugin/tests/test_truth_surface.py;src/nu_plugin/tests/test_unsafe_capture.nu;src/nu_plugin/tests/test_yazelix_disabled_smoke.nu;src/nu_plugin/tests/test_yazelix_enabled_smoke.nu,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,transient plugin command returns table-shaped output,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":54,""path"":""execution/TASK_FILE_MAP.csv"",""record"":53,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
