record_id,requirement_id,parent_id,correlation_id,work_order_id,requirement,authoritative_source,source_reference,implementation_paths,test_paths,verification_command,proof_artifacts,proof_head_sha,evidence_status,source_status,local_status,notes,executable,source
REQUIREMENT-089,REQ-061-ARCH04,REQ-061,,,Index typed symbols with stable spans ownership confidence and mutation policy,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 3 symbol rows,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch04-stdout;stderr:req-061-arch04-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":90,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":89,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-090,REQ-061-ARCH05,REQ-061,,,Index occurrences with context offsets replacement candidacy and replacement policy,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 3 occurrence rows,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch05-stdout;stderr:req-061-arch05-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":91,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":90,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-091,REQ-061-ARCH06,REQ-061,,,Implement deterministic table filters presets and explain output without a broad SQL clone,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 4,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch06-stdout;stderr:req-061-arch06-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":92,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":91,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-092,REQ-061-ARCH07,REQ-061,,,Build root-aware refactor plans with safe manual refused diffs verifiers and rollback actions,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 5,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch07-stdout;stderr:req-061-arch07-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":93,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":92,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-093,REQ-061-ARCH08,REQ-061,,,Implement parse-plan-temp-fsync-rename-reread-hash safe edits with backups and format preservation,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 6,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch08-stdout;stderr:req-061-arch08-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":94,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":93,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-094,REQ-061-ARCH09,REQ-061,,,Extract Rust crates modules items imports clap commands root symbols and impact spans with syn,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 7,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch09-stdout;stderr:req-061-arch09-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":95,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":94,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-095,REQ-061-ARCH10,REQ-061,,,Manage rg sg fd sd taplo jaq and nu through envctl components with detect install verify,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 8,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch10-stdout;stderr:req-061-arch10-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":96,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":95,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-096,REQ-061-ARCH11,REQ-061,,,Expose agent-first roots refs refactor hooks widgets and optional gated TUI,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 9,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch11-stdout;stderr:req-061-arch11-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":97,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":96,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-097,REQ-061-ARCH12,REQ-061,,,Discover Codex hooks wrappers policies and launchers across scoped roots with ownership and runtime state,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 10 discovery,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch12-stdout;stderr:req-061-arch12-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":98,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":97,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-098,REQ-061-ARCH13,REQ-061,,,Plan stage verify back up and atomically deploy owned hooks while refusing unsafe clobber,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 10 deploy,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch13-stdout;stderr:req-061-arch13-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":99,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":98,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-099,REQ-061-ARCH14,REQ-061,,,Implement DbIndexStore load save and query boundary with deterministic local persistence,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 11,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch14-stdout;stderr:req-061-arch14-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":100,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":99,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-100,REQ-061-ARCH15,REQ-061,,,Integrate complete db CLI with JSON help deterministic output refusal exits and write gates,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 12,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl,stdout:req-061-arch15-stdout;stderr:req-061-arch15-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":101,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":100,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-101,REQ-061-ARCH16,REQ-061,,,Provide GUI-consumable engine view models and keep GUI behavior on shared APIs,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 13,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch16-stdout;stderr:req-061-arch16-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":102,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":101,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-102,REQ-061-ARCH17,REQ-061,,,Add all ten required fixtures for roots TOML hooks process locks nesting symbols refusal and atomic backup,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 14,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch17-stdout;stderr:req-061-arch17-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":103,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":102,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-103,REQ-061-ARCH18,REQ-061,,,Update README roadmap DB automation and CLI examples for Meta and LifeOS multi-root identity,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 15,src/envctl/README.md;src/envctl/docs/ROADMAP.md;src/envctl/docs/DB-AUTOMATION.md,src/envctl/crates/cli/tests/db_docs_contract.rs,cargo test --manifest-path ../envctl/Cargo.toml -p envctl --test db_docs_contract,stdout:req-061-arch18-stdout;stderr:req-061-arch18-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":104,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":103,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-104,REQ-061-ARCH19,REQ-061,,,Run all issue verification commands plus shape no-C and cargo-audit gates when present,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 16,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo fmt --manifest-path ../envctl/Cargo.toml --all --check && cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch19-stdout;stderr:req-061-arch19-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":105,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":104,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-105,REQ-061-CMD01,REQ-061,,,Expose envctl db scan with repo-root targeting and JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db scan,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,"tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; mkdir ""$tmpdir/envctl""; git -C ../envctl archive HEAD | tar -x -C ""$tmpdir/envctl""; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ""$tmpdir/envctl"" scan --json",stdout:req-061-cmd01-stdout;stderr:req-061-cmd01-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":106,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":105,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-106,REQ-061-CMD02,REQ-061,,,Expose envctl db roots with multi-root JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db roots,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db roots --json,stdout:req-061-cmd02-stdout;stderr:req-061-cmd02-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":107,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":106,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-107,REQ-061-CMD03,REQ-061,,,Expose envctl db query with deterministic presets filters and explain,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db query,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db query --preset root-meta --json,stdout:req-061-cmd03-stdout;stderr:req-061-cmd03-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":108,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":107,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-108,REQ-061-CMD04,REQ-061,,,Expose envctl db symbols with kind name language and JSON filters,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db symbols,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl symbols --json,stdout:req-061-cmd04-stdout;stderr:req-061-cmd04-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":109,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":108,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-109,REQ-061-CMD05,REQ-061,,,Expose envctl db impact for symbol reference mapping,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db impact,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db impact --symbol META_ROOT --json,stdout:req-061-cmd05-stdout;stderr:req-061-cmd05-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":110,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":109,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-110,REQ-061-CMD06,REQ-061,,,Expose root-alias refactor planning render-out and guarded apply semantics,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db refactor root-alias,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,"tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl refactor --from META_ROOT --to LIFE_OS_ROOT --render-out ""$tmpdir/envctl-lifeos-refactor"" --json",stdout:req-061-cmd06-stdout;stderr:req-061-cmd06-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":111,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":110,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-111,REQ-061-CMD07,REQ-061,,,Expose hook deploy planning and approved apply with target-root safety,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db deploy hooks,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,"tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db deploy --kind hooks --target ""$tmpdir/lifeos-deploy-test"" --json",stdout:req-061-cmd07-stdout;stderr:req-061-cmd07-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":112,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":111,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-112,REQ-061-CMD08,REQ-061,,,Expose roots widget as stable JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db widget roots,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db widget roots --json,stdout:req-061-cmd08-stdout;stderr:req-061-cmd08-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":113,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":112,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-113,REQ-061-CMD09,REQ-061,,,Expose symbol reference widget as stable JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db widget refs,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl widget refs --json,stdout:req-061-cmd09-stdout;stderr:req-061-cmd09-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":114,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":113,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-114,REQ-061-CMD10,REQ-061,,,Expose hook widget as stable JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db widget hooks,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db widget hooks --json,stdout:req-061-cmd10-stdout;stderr:req-061-cmd10-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":115,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":114,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-115,REQ-061-CMD11,REQ-061,,,Expose watch or equivalent tested incremental invalidation without making core depend on it,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db watch,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,"tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; mkdir ""$tmpdir/envctl""; git -C ../envctl archive HEAD | tar -x -C ""$tmpdir/envctl""; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ""$tmpdir/envctl"" scan --json && cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ""$tmpdir/envctl"" watch --json",stdout:req-061-cmd11-stdout;stderr:req-061-cmd11-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":116,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":115,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-116,REQ-061-AC01,REQ-061,,,Index current repository and control-plane files into stable DB or catalog rows,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 1,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,"tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; mkdir ""$tmpdir/envctl""; git -C ../envctl archive HEAD | tar -x -C ""$tmpdir/envctl""; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ""$tmpdir/envctl"" scan --json",stdout:req-061-ac01-stdout;stderr:req-061-ac01-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":117,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":116,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-117,REQ-061-AC02,REQ-061,,,Query META_ROOT references and root aliases in JSON,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 2,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db query --preset root-meta --json,stdout:req-061-ac02-stdout;stderr:req-061-ac02-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":118,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":117,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-118,REQ-061-AC03,REQ-061,,,Distinguish current root references from LifeOS release target projections,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 3,src/envctl/crates/cli/**,src/envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db roots --json,stdout:req-061-ac03-stdout;stderr:req-061-ac03-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":119,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":118,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
